"u",0.1947,0.7014,0.5067
"r",0.1852,3.0012,2.8160
"a",0.1901,3.4008,3.2107
"n",0.2209,4.8707,4.6498
"t",0.1447,5.9771,5.8324
"e",0.1676,6.6884,6.5208
"space",0.1789,7.3774,7.1985
"e",0.1807,8.2183,8.0377
"l",0.1511,9.3523,9.2012
"space",0.1441,10.2214,10.0773
"l",0.1751,10.7659,10.5908
"a",0.2074,11.2241,11.0166
"r",0.2958,12.1386,11.8428
"g",0.1853,12.6198,12.4345
"o",0.1430,13.1029,12.9599
"space",0.2231,14.0381,13.8150
"c",0.1363,14.5519,14.4156
"a",0.2429,15.3600,15.1171
"m",0.2075,16.1962,15.9887
"i",0.1848,17.0621,16.8773
"n",0.1486,18.2349,18.0863
"o",0.1709,18.9474,18.7765
"space",0.1535,29.1547,29.0011
"h",0.1679,29.7434,29.5754
"a",0.1411,30.7353,30.5942
"s",0.1419,31.1415,30.9995
"t",0.1242,31.8176,31.6934
"a",0.1536,32.5638,32.4102
"space",0.1770,33.2281,33.0511
"l",0.1680,34.2621,34.0941
"a",0.1897,34.6659,34.4763
"space",0.1797,35.0791,34.8994
"c",0.1748,36.0285,35.8537
"o",0.1751,36.8008,36.6256
"r",0.1905,37.6266,37.4361
"t",0.1892,38.5654,38.3762
"e",0.1637,39.8941,39.7304
"space",0.1977,49.4561,49.2584
"s",0.1420,50.8134,50.6714
"e",0.1493,51.2053,51.0561
"space",0.1623,51.8058,51.6436
"l",0.1854,52.6060,52.4207
"e",0.2100,53.0130,52.8030
"space",0.1571,53.5122,53.3551
"a",0.2148,53.9143,53.6995
"c",0.1978,55.1153,54.9176
"a",0.1664,56.8031,56.6367
"b",0.1857,58.0997,57.9140
"o",0.1717,58.7343,58.5626
"space",0.1699,59.3801,59.2101
"t",0.2592,60.4520,60.1928
"o",0.1542,61.1855,61.0313
"space",0.1700,62.0241,61.8542
"d",0.2121,62.7905,62.5784
"o",0.1575,63.5566,63.3991
"space",0.1634,64.1454,63.9820
"e",0.2230,65.0355,64.8125
"l",0.1597,67.2948,67.1351
"space",0.1663,67.8431,67.6768
"d",0.2055,68.5636,68.3581
"i",0.1973,69.9505,69.7532
"n",0.2503,71.1922,70.9418
"e",0.1701,71.6831,71.5130
"r",0.2021,72.1444,71.9423
"o",0.1273,72.7908,72.6635
"space",0.1523,88.4355,88.2832
"y",0.1850,89.4100,89.2250
"space",0.1868,90.1718,89.9850
"c",0.1957,91.7573,91.5616
"u",0.2624,92.8127,92.5502
"a",0.2438,93.2431,92.9993
"n",0.2032,93.6994,93.4962
"d",0.1913,94.2635,94.0722
"o",0.1728,95.0970,94.9242
"space",0.2093,97.7493,97.5399
"v",0.2125,98.3350,98.1225
"i",0.1295,98.9956,98.8661
"o",0.1374,99.3637,99.2263
"space",0.1720,100.0048,99.8327
"space",0.2023,107.1897,106.9875
"q",0.1896,110.2398,110.0502
"u",0.2075,112.2203,112.0128
"e",0.1716,112.7636,112.5919
"space",0.1975,114.2204,114.0229
"e",0.2005,117.2633,117.0628
"r",0.1262,117.6632,117.5369
"a",0.1976,118.3493,118.1517
"space",0.1940,118.8684,118.6743
"u",0.1896,122.9966,122.8070
"n",0.2040,123.5781,123.3741
"space",0.1798,125.0877,124.9079
"h",0.1971,125.8369,125.6398
"o",0.1365,126.7588,126.6223
"m",0.1456,128.8953,128.7497
"b",0.1667,129.7795,129.6127
"r",0.1037,130.6334,130.5296
"e",0.1447,131.1087,130.9640
"space",0.1922,132.1344,131.9422
"c",0.1667,133.2222,133.0555
"o",0.1672,134.1395,133.9724
