"a",0.1000,0.5346,0.4347
"l",0.0856,0.8405,0.7549
"space",0.0988,1.1457,1.0469
"v",0.0986,2.5957,2.4972
"i",0.0712,2.7648,2.6936
"e",0.0909,3.2608,3.1700
"j",0.0685,3.5288,3.4602
"o",0.0835,3.8033,3.7198
"space",0.1190,8.3141,8.1951
"s",0.0868,9.0575,8.9706
"o",0.0660,9.2807,9.2147
"b",0.0770,9.6084,9.5314
"r",0.0794,9.8911,9.8117
"e",0.0689,10.0955,10.0266
"space",0.1275,10.4887,10.3613
"e",0.0831,11.6463,11.5632
"l",0.0690,11.9163,11.8473
"space",0.0859,12.1692,12.0833
"b",0.0791,12.5088,12.4297
"u",0.0654,12.7624,12.6970
"r",0.0968,13.2105,13.1137
"r",0.0786,13.5692,13.4905
"o",0.0944,13.8154,13.7210
"space",0.0947,14.8321,14.7375
"y",0.0783,15.6447,15.5664
"space",0.1090,15.9867,15.8777
"a",0.0777,17.4903,17.4126
"l",0.0845,17.8092,17.7246
"space",0.0915,18.1499,18.0585
"n",0.0843,19.3315,19.2471
"i",0.0678,19.6150,19.5471
"ntilde",0.0788,20.2761,20.1974
"o",0.0738,20.5112,20.4373
"space",0.0726,20.7598,20.6872
"c",0.0751,21.0512,20.9761
"a",0.0973,21.3255,21.2283
"m",0.0805,21.4962,21.4158
"i",0.0835,21.7056,21.6221
"n",0.0867,21.9250,21.8383
"a",0.1143,22.1390,22.0247
"n",0.0731,22.2541,22.1810
"d",0.0816,22.6340,22.5524
"o",0.1100,23.1962,23.0862
"space",0.0854,23.6472,23.5619
"BackSpace",0.0748,26.9640,26.8891
"period",0.0808,27.5156,27.4348
"Return",0.0836,30.2910,30.2074
"D",0.0605,31.7900,31.7295
"Shift_L",0.3836,31.8129,31.4293
"e",0.0660,32.1344,32.0684
"c",0.1025,32.6222,32.5197
"[65105]",0.0750,33.2133,33.1383
"i",0.0650,33.5246,33.4596
"a",0.0849,33.8272,33.7422
"n",0.0807,34.0137,33.9330
"colon",0.0715,36.6106,36.5391
"Shift_L",0.7034,36.6357,35.9323
"space",0.0897,36.9679,36.8782
"Return",0.0717,39.9551,39.8834
"minus",0.0757,40.7760,40.7003
"exclamdown",0.0782,43.7861,43.7078
"P",0.0722,44.5851,44.5128
"Shift_L",0.4169,44.6069,44.1901
"a",0.0930,44.9865,44.8935
"r",0.0848,45.4744,45.3896
"e",0.0789,45.7054,45.6265
"c",0.0739,45.9290,45.8551
"e",0.0765,46.1699,46.0935
"space",0.0757,46.4725,46.3968
"m",0.0792,48.1725,48.0933
"e",0.0771,49.0655,48.9883
"n",0.0734,49.3113,49.2378
"t",0.0701,49.6892,49.6191
"i",0.0679,50.3661,50.2982
"r",0.0814,50.7772,50.6958
"a",0.1134,51.2382,51.1248
"Shift_L",0.6854,53.2541,52.5687
"1",1463172333.3822,53.2600,-1463172280.1222
"space",0.1075,53.8186,53.7112
"Q",0.0591,55.2137,55.1546
"Shift_L",0.7811,55.3598,54.5787
"u",0.0841,56.2181,56.1340
"[65105]",0.0703,57.4791,57.4088
"e",0.0843,57.8070,57.7227
"space",0.0740,57.9827,57.9087
"v",0.1031,58.4010,58.2980
"i",0.0640,58.5994,58.5354
"e",0.1131,58.9224,58.8093
"j",0.0698,59.1648,59.0950
"o",0.0796,59.4193,59.3397
"space",0.1024,60.9206,60.8182
"t",0.0721,61.5636,61.4915
"a",0.0806,61.8136,61.7330
"n",0.0728,62.0466,61.9738
"space",0.1038,62.3102,62.2063
"e",0.0847,62.7395,62.6548
"g",0.0714,63.4462,63.3747
"o",0.0609,64.2101,64.1491
"[65105]",0.0780,65.2930,65.2149
"i",0.0720,65.6771,65.6051
"s",0.0857,66.0077,65.9220
"t",0.0783,66.3108,66.2326
"a",0.1007,67.7652,67.6645
"space",0.0901,68.3663,68.2762
"V",0.0610,69.2975,69.2364
"Shift_L",0.5571,69.3407,68.7836
"a",0.0853,69.7090,69.6236
"space",0.0783,70.0106,69.9323
"m",0.0837,70.3293,70.2457
"i",0.0589,70.5919,70.5330
"BackSpace",0.0821,72.7150,72.6329
"o",0.0790,73.1653,73.0863
"n",0.0686,73.4967,73.4281
"t",0.0696,74.0345,73.9649
"a",0.0682,74.2987,74.2304
"n",0.0838,74.5184,74.4347
"d",0.0841,74.8689,74.7848
"o",0.0717,75.0410,74.9693
"BackSpace",0.0936,78.8075,78.7139
"BackSpace",0.0638,78.9918,78.9279
"BackSpace",0.0619,79.1483,79.0864
"BackSpace",0.0662,79.3147,79.2485
"a",0.0829,80.3353,80.2524
"d",0.0873,80.6348,80.5475
"o",0.0740,80.8247,80.7507
"space",0.0744,81.0687,80.9943
"e",0.0845,81.2821,81.1976
"n",0.0771,81.4607,81.3837
"space",0.1061,81.6649,81.5588
"e",0.1018,81.8411,81.7393
"l",0.0805,81.9975,81.9170
"space",0.0871,82.2354,82.1484
"b",0.0746,82.6043,82.5297
"u",0.0737,82.8801,82.8064
"r",0.0739,83.6557,83.5817
"r",0.0798,83.8748,83.7950
"o",0.0774,84.0872,84.0098
"space",0.0790,85.4464,85.3674
"y",0.0703,86.6167,86.5465
"space",0.0846,86.8927,86.8082
"e",0.0959,87.2545,87.1587
"l",0.0660,87.4732,87.4072
"space",0.0840,87.7068,87.6228
"p",0.0782,87.9824,87.9041
"o",0.0693,88.1894,88.1201
"b",0.0696,88.6125,88.5429
"r",0.0614,88.8880,88.8266
"e",0.0737,89.0966,89.0229
"space",0.0746,89.4246,89.3500
"n",0.0814,89.8689,89.7875
"i",0.0720,90.1266,90.0546
"ntilde",0.0827,90.6099,90.5273
"o",0.0550,90.9334,90.8784
"space",0.0718,91.5205,91.4486
"a",0.0838,91.8079,91.7241
"space",0.0793,92.0039,91.9246
"p",0.0878,92.3559,92.2682
"i",0.0792,92.6239,92.5447
"e",0.0816,92.9168,92.8352
"period",0.0699,96.1110,96.0411
"Return",0.1334,97.7089,97.5754
"Return",0.1418,100.3050,100.1633
"A",0.0694,102.2800,102.2106
"Shift_L",0.4806,102.3565,101.8759
"l",0.0652,103.0308,102.9656
"space",0.0785,103.2900,103.2115
"s",0.0708,103.5900,103.5192
"a",0.0726,103.8077,103.7351
"l",0.0833,104.0014,103.9182
"i",0.0715,104.2362,104.1647
"r",0.1327,104.7559,104.6232
"space",0.0786,106.0657,105.9871
"d",0.0822,106.6803,106.5981
"e",0.0799,106.8544,106.7745
"l",0.0686,107.0374,106.9689
"space",0.0787,107.2663,107.1875
"p",0.0450,107.5546,107.5096
"[65104]",0.0773,107.5599,107.4826
"u",0.0738,107.9430,107.8692
"e",0.0820,108.2323,108.1503
"b",0.0814,108.6576,108.5762
"l",0.0754,109.0844,109.0089
"o",0.0722,109.2954,109.2232
"comma",0.0783,111.5250,111.4468
"space",0.0736,111.7424,111.6688
"e",0.1090,112.0867,111.9777
"l",0.0671,112.2574,112.1902
"space",0.0844,112.4913,112.4069
"a",0.0877,112.7787,112.6910
"b",0.0721,113.0828,113.0108
"u",0.0714,113.3459,113.2745
"e",0.0831,113.6190,113.5359
"l",0.0671,113.8963,113.8291
"o",0.0725,114.1186,114.0461
"space",0.1009,114.8404,114.7395
"s",0.0954,115.4661,115.3707
"e",0.0834,115.7134,115.6299
"space",0.0800,115.8964,115.8164
"b",0.0703,116.5278,116.4575
"a",0.0794,116.7345,116.6551
"j",0.0711,117.0438,116.9727
"[65105]",0.0692,117.6378,117.5686
"o",0.0673,117.9162,117.8489
"space",0.0852,118.2230,118.1378
"d",0.0979,119.6908,119.5929
"e",0.0822,119.8787,119.7965
"l",0.0723,120.0805,120.0082
"space",0.0808,120.3425,120.2617
"b",0.0809,120.6499,120.5690
"u",0.0624,121.0711,121.0087
"r",0.0659,121.3926,121.3267
"r",0.0829,121.6416,121.5588
"o",0.0667,121.8795,121.8128
"period",0.0764,124.6645,124.5881
"space",0.0723,124.9295,124.8571
"",0.0348,125.5764,125.5417
"BackSpace",0.0776,126.4718,126.3942
"L",0.0827,127.4057,127.3230
"L",0.0783,127.6829,127.6047
"Shift_L",2.9398,128.1354,125.1955
"e",0.0859,128.7554,128.6695
"g",0.0624,129.3446,129.2822
"a",0.0643,129.5384,129.4741
"r",0.0563,129.8809,129.8246
"o",0.0732,130.4542,130.3809
"n",0.0526,133.8283,133.7757
"space",0.1154,134.1697,134.0543
"a",0.0741,135.9342,135.8601
"space",0.0691,136.1415,136.0724
"o",0.0741,136.5292,136.4551
"t",0.0772,136.9574,136.8802
"r",0.0921,137.4943,137.4022
"o",0.0615,137.6516,137.5901
"space",0.0913,137.9492,137.8580
"p",0.0775,138.2549,138.1774
"u",0.0580,138.5374,138.4794
"e",0.0866,138.8047,138.7181
"b",0.0679,139.1191,139.0512
"l",0.0637,139.4258,139.3621
"o",0.0737,139.6604,139.5867
"period",0.0751,141.3372,141.2621
"space",0.0833,141.6088,141.5255
"C",0.0634,142.2041,142.1407
"Shift_L",0.3468,142.2446,141.8977
"o",0.0678,142.5728,142.5050
"m",0.0786,142.8117,142.7331
"o",0.0734,143.0246,142.9513
"space",0.0919,143.2971,143.2053
"i",0.0639,143.7194,143.6554
"b",0.0714,144.0805,144.0091
"a",0.0867,144.3496,144.2629
"n",0.0878,144.4968,144.4090
"space",0.0914,146.5157,146.4243
"c",0.0840,147.0465,146.9625
"a",0.0805,147.3259,147.2455
"m",0.0686,147.5503,147.4817
"i",0.0712,147.7913,147.7200
"n",0.0713,148.0254,147.9541
"a",0.0988,148.2170,148.1182
"n",0.0666,148.3661,148.2995
"d",0.0956,148.6678,148.5723
"o",0.0674,148.8732,148.8058
"space",0.0975,150.3791,150.2816
"l",0.0795,150.9765,150.8970
"o",0.0742,151.3608,151.2865
"s",0.0786,151.6044,151.5258
"space",0.0804,151.7727,151.6923
"d",0.0782,152.0429,151.9646
"o",0.0702,152.2515,152.1813
"s",0.0858,152.4574,152.3716
"space",0.0802,152.6378,152.5576
"j",0.0685,154.3145,154.2460
"u",0.0683,154.5273,154.4591
"n",0.0730,154.7678,154.6948
"t",0.0529,155.4450,155.3921
"o",0.0908,156.0379,155.9471
"space",0.0799,157.0860,157.0062
"a",0.0630,157.5676,157.5046
"l",0.0643,157.8681,157.8037
"space",0.0752,158.1313,158.0561
"b",0.0619,158.5057,158.4438
"u",0.0666,158.7661,158.6994
"r",0.0715,159.5891,159.5176
"r",0.0839,159.8064,159.7225
"o",0.0996,160.0870,159.9873
"comma",0.0724,161.4279,161.3555
"space",0.0837,161.6523,161.5686
"u",0.0777,161.9910,161.9133
"n",0.0752,162.2197,162.1444
"space",0.0854,162.4523,162.3669
"g",0.0677,162.8399,162.7722
"r",0.0538,163.0845,163.0307
"u",0.0746,163.6184,163.5437
"p",0.0696,164.0637,163.9941
"o",0.0700,164.2779,164.2079
"space",0.0746,165.3621,165.2875
"d",0.0747,165.8220,165.7473
"e",0.0852,166.0306,165.9455
"space",0.0705,166.2480,166.1774
"m",0.0793,166.5730,166.4937
"u",0.0571,166.8462,166.7891
"c",0.0902,167.2558,167.1657
"h",0.0617,167.4680,167.4063
"a",0.0843,167.6732,167.5889
"c",0.0912,168.1307,168.0395
"h",0.0625,168.6001,168.5376
"o",0.0765,168.8974,168.8208
"s",0.0773,169.3914,169.3141
"space",0.0906,171.4303,171.3397
"s",0.1022,172.0278,171.9256
"e",0.0849,172.2606,172.1757
"space",0.0506,172.4684,172.4178
"r",0.0737,172.8007,172.7270
"i",0.0615,173.5785,173.5170
"[65105]",0.0601,174.0967,174.0366
"o",0.0659,174.3584,174.2926
"space",0.0741,174.6206,174.5465
"d",0.0785,174.8644,174.7859
"e",0.0623,175.0718,175.0095
"space",0.0653,175.2591,175.1938
"e",0.0827,175.6326,175.5499
"l",0.0584,175.8298,175.7714
"l",0.0803,176.0366,175.9563
"o",0.0680,176.2734,176.2053
"s",0.0855,176.5203,176.4348
"comma",0.0668,178.3053,178.2385
"space",0.0753,178.5314,178.4561
"d",0.0872,178.8817,178.7945
"i",0.0567,179.0742,179.0176
"c",0.0860,179.3592,179.2732
"i",0.0683,179.5068,179.4385
"e",0.0856,179.7584,179.6728
"n",0.0738,179.9752,179.9014
"d",0.0713,180.2163,180.1451
"o",0.0764,180.4108,180.3344
"colon",0.0891,182.9125,182.8234
"Shift_L",1.2130,182.9410,181.7280
"Return",0.0787,185.0936,185.0149
"minus",0.0758,186.5453,186.4695
"space",0.0792,186.8995,186.8204
"exclamdown",0.1013,190.2174,190.1161
"Shift_L",2.3688,190.9235,188.5547
"BackSpace",0.0948,192.3244,192.2296
"BackSpace",0.1611,193.4859,193.3249
"exclamdown",0.0727,194.5747,194.5020
"Q",0.0480,195.3892,195.3412
"Shift_L",0.6993,195.5542,194.8548
"u",0.0627,196.1611,196.0984
"[65105]",0.0747,197.0060,196.9313
"e",0.0833,197.3363,197.2529
"space",0.0767,197.5580,197.4814
"p",0.0748,200.1478,200.0730
"a",0.1015,200.4010,200.2994
"r",0.0694,200.6261,200.5567
"space",0.0973,202.6708,202.5735
"d",0.0778,203.0934,203.0156
"e",0.0698,203.2872,203.2174
"space",0.0805,203.4759,203.3953
"t",0.0874,203.8107,203.7233
"o",0.0694,204.0101,203.9407
"n",0.0767,204.2666,204.1900
"t",0.0806,204.6942,204.6136
"o",0.0731,204.8321,204.7590
"s",0.0922,205.2401,205.1478
"exclam",155.5506,208.7239,53.1733
"Shift_L",3.0189,208.8341,205.8152
"space",0.0946,209.3895,209.2949
"T",0.0567,210.0945,210.0378
"Shift_L",0.5601,210.2265,209.6664
"i",0.0594,210.5639,210.5046
"e",0.0953,210.9011,210.8058
"n",0.0743,211.0121,210.9378
"e",0.1016,211.2231,211.1215
"n",0.0787,211.3819,211.3032
"space",0.0797,211.6251,211.5454
"u",0.0566,211.8892,211.8326
"n",0.0872,212.1399,212.0527
"space",0.0796,212.3592,212.2797
"b",0.0790,214.8564,214.7774
"u",0.0616,215.2087,215.1471
"r",0.0897,215.6398,215.5500
"r",0.0769,215.8540,215.7770
"o",0.0739,216.0923,216.0185
"space",0.1069,217.3793,217.2724
"y",0.0631,218.5659,218.5028
"comma",0.0768,219.2139,219.1371
"space",0.0736,219.4357,219.3621
"e",0.0759,220.8254,220.7494
"n",0.0574,221.1413,221.0839
"space",0.0888,221.3971,221.3083
"l",0.0734,221.7745,221.7011
"u",0.0621,222.0704,222.0084
"g",0.0690,222.4559,222.3869
"a",0.0849,222.6387,222.5538
"r",0.0583,222.8095,222.7512
"space",0.0713,223.9446,223.8733
"d",0.0922,224.4807,224.3885
"e",0.0902,224.6961,224.6059
"space",0.0657,224.8419,224.7763
"m",0.0685,226.2310,226.1625
"o",0.0687,226.4854,226.4167
"n",0.0800,226.7495,226.6695
"t",0.0520,227.0306,226.9786
"a",0.0909,227.2244,227.1336
"r",0.0687,227.3681,227.2993
"s",0.1026,227.6363,227.5337
"e",0.1011,227.9038,227.8027
"comma",0.0682,229.9604,229.8923
"space",0.0786,230.1879,230.1093
"v",0.0624,230.9135,230.8511
"a",0.0839,231.2059,231.1220
"n",0.0679,231.4717,231.4038
"space",0.0780,231.6955,231.6176
"l",0.0601,231.9475,231.8875
"o",0.0789,232.1571,232.0782
"s",0.0802,232.3767,232.2964
"space",0.0890,232.5480,232.4589
"d",0.0738,232.8042,232.7304
"o",0.0626,232.9692,232.9066
"s",0.0893,233.1760,233.0868
"space",0.0922,233.3835,233.2913
"a",0.0730,234.0617,233.9887
"n",0.0696,234.2566,234.1870
"d",0.0715,234.7321,234.6605
"a",0.0740,234.8841,234.8101
"n",0.0635,235.2464,235.1828
"d",0.0786,235.5355,235.4568
"o",0.0633,235.6897,235.6264
"period",0.0785,237.5595,237.4810
"Return",0.0797,238.0645,237.9847
"S",0.0521,238.9305,238.8784
"Shift_L",0.3886,238.9845,238.5958
"a",0.0796,239.3637,239.2841
"l",0.0636,239.6374,239.5738
"i",0.0472,239.8867,239.8395
"e",0.0999,240.3272,240.2273
"r",0.0780,240.5742,240.4962
"o",0.0562,240.7983,240.7421
"n",0.0748,241.8069,241.7321
"space",0.0849,242.4644,242.3794
"d",0.0793,242.8701,242.7908
"e",0.0793,243.0958,243.0164
"l",0.0529,243.2681,243.2153
"space",0.0677,243.5098,243.4421
"p",0.0736,243.8043,243.7307
"u",0.0631,244.1195,244.0564
"e",0.0810,244.4622,244.3812
"b",0.0739,244.8197,244.7458
"l",0.0674,245.1631,245.0957
"o",0.0686,245.4029,245.3343
"comma",0.0689,246.6470,246.5781
"space",0.0683,246.8604,246.7921
"e",0.0830,247.1703,247.0873
"l",0.0648,247.3627,247.2979
"space",0.0699,247.6087,247.5388
"a",0.0848,247.9138,247.8290
"b",0.0704,248.2625,248.1922
"u",0.0478,248.6574,248.6096
"e",0.0922,248.9249,248.8327
"l",0.0566,249.1104,249.0539
"o",0.0615,249.3185,249.2570
"space",0.0730,250.4713,250.3982
"s",0.0754,250.9736,250.8982
"u",0.0556,251.2419,251.1863
"b",0.0749,251.7663,251.6914
"i",0.0563,252.1057,252.0494
"[65105]",0.0624,252.6936,252.6312
"o",0.0459,252.9524,252.9064
"space",0.0823,253.6439,253.5617
"a",0.0683,254.1573,254.0889
"l",0.0623,254.4588,254.3965
"space",0.0779,254.7152,254.6373
"n",0.0649,255.1129,255.0479
"i",0.0746,255.3452,255.2706
"ntilde",0.0758,255.6912,255.6154
"o",0.0569,255.9562,255.8993
"space",0.0803,256.2794,256.1991
"a",0.0702,256.5416,256.4715
"l",0.0826,256.8784,256.7958
"space",0.0861,257.1320,257.0459
"b",0.0748,257.6134,257.5386
"u",0.0569,257.8975,257.8406
"r",0.0967,258.2866,258.1899
"r",0.0988,258.5320,258.4332
"o",0.0733,258.7667,258.6934
"space",0.0977,259.1357,259.0381
"y",0.0720,262.2198,262.1477
"comma",0.0789,262.8880,262.8090
"space",0.0753,263.1085,263.0332
"e",0.0887,263.4322,263.3436
"n",0.0626,263.6373,263.5746
"space",0.0916,263.8501,263.7585
"l",0.0923,264.2267,264.1344
"u",0.0636,264.5161,264.4526
"g",0.0687,264.9642,264.8954
"a",0.0548,265.1318,265.0770
"r",0.0687,265.3115,265.2428
"space",0.0741,265.9895,265.9154
"d",0.0819,266.6208,266.5389
"e",0.0718,266.8125,266.7407
"space",0.0876,267.0064,266.9188
"m",0.0868,267.2997,267.2128
"o",0.0801,267.5692,267.4892
"n",0.0694,267.8194,267.7500
"t",0.0437,268.1044,268.0607
"a",0.0718,268.2839,268.2121
"r",0.0658,268.4450,268.3792
"s",0.0933,268.7203,268.6269
"e",0.0835,268.9747,268.8912
"comma",0.0692,270.3770,270.3078
"space",0.0773,270.6103,270.5330
"v",0.0557,270.9290,270.8733
"a",0.0751,271.1541,271.0789
"n",0.0675,271.4952,271.4278
"space",0.0808,272.4611,272.3803
"l",0.0663,273.2779,273.2116
"o",0.0635,273.4854,273.4219
"s",0.0795,273.7020,273.6225
"space",0.0748,273.8989,273.8241
"d",0.0732,274.1207,274.0474
"o",0.0582,274.2879,274.2297
"s",0.0794,274.4817,274.4024
"space",0.0825,274.7009,274.6185
"a",0.0635,275.0995,275.0360
"n",0.0602,275.2855,275.2252
"d",0.0529,275.8980,275.8450
"a",0.0673,276.0871,276.0198
