"a",0.1311,2.7138,2.5827
"l",0.1301,2.8663,2.7361
"space",0.0829,3.1098,3.0269
"s",0.1090,3.4804,3.3714
"a",0.0921,3.6145,3.5224
"l",0.0920,3.8008,3.7088
"i",0.0913,3.9634,3.8721
"r",0.0869,4.2519,4.1650
"space",0.0825,4.3931,4.3106
"d",0.1090,4.6464,4.5374
"e",0.0870,4.7981,4.7111
"l",0.0693,4.9363,4.8670
"space",0.0823,5.1609,5.0785
"p",0.0683,5.7080,5.6397
"u",0.0911,5.9679,5.8769
"e",0.1009,6.4416,6.3406
"b",0.0877,6.7964,6.7087
"l",0.0834,6.9508,6.8675
"o",0.0734,7.1604,7.0870
"space",0.0826,8.4082,8.3255
"e",0.1131,13.7125,13.5994
"l",0.0700,13.8761,13.8061
"space",0.0746,14.1477,14.0731
"a",0.1484,14.7151,14.5667
"b",0.0879,14.8462,14.7583
"u",0.0706,14.9922,14.9216
"e",0.1103,15.2466,15.1363
"l",0.0705,15.4641,15.3936
"o",0.0736,15.6404,15.5668
"space",0.0753,15.8978,15.8224
"s",0.1285,16.1190,15.9905
"e",0.0962,16.2809,16.1847
"space",0.0837,16.3996,16.3159
"b",0.0605,16.6486,16.5881
"a",0.1494,16.8857,16.7363
"j",0.0862,17.3423,17.2561
"o",0.0834,17.5816,17.4982
"space",0.0705,17.8357,17.7652
"d",0.1049,18.0191,17.9142
"e",0.1232,18.1581,18.0349
"l",0.0703,18.3854,18.3152
"space",0.0914,18.6176,18.5262
"b",0.0745,18.8935,18.8189
"u",0.0758,19.1244,19.0486
"r",0.0731,19.3938,19.3207
"r",0.0705,19.5551,19.4846
"o",0.0746,19.8745,19.7999
"space",0.0885,20.5960,20.5075
"l",0.0523,21.5415,21.4892
"l",0.0685,21.6801,21.6116
"e",0.1006,21.9146,21.8140
"g",0.0961,22.1362,22.0401
"a",0.1362,22.5093,22.3730
"r",0.1152,22.8294,22.7142
"o",0.0926,22.9652,22.8726
"n",0.0908,23.3667,23.2759
"space",0.0825,23.9955,23.9130
"a",0.1487,24.6910,24.5423
"space",0.0773,24.7738,24.6965
"o",0.0647,25.1318,25.0670
"t",0.0742,25.6361,25.5620
"r",0.0822,25.7948,25.7127
"o",0.0652,26.4011,26.3359
"space",0.0681,26.6844,26.6164
"p",0.0829,27.5017,27.4188
"u",0.0749,27.8315,27.7566
"e",0.1004,28.1913,28.0908
"b",0.0935,28.5402,28.4467
"l",0.0951,28.7215,28.6264
"o",0.0945,28.9510,28.8565
"space",0.0814,31.4327,31.3513
"c",0.0889,32.0692,31.9803
"o",0.0778,32.2305,32.1527
"m",0.1041,32.4624,32.3583
"o",0.0796,32.6478,32.5682
"space",0.0747,32.8725,32.7978
"i",0.0831,33.1169,33.0339
"b",0.0654,33.3669,33.3015
"a",0.1283,33.7729,33.6446
"n",0.0801,33.8735,33.7934
"space",0.0706,34.0628,33.9922
"c",0.0932,34.1886,34.0954
"a",0.1311,34.4762,34.3451
"m",0.0980,34.6168,34.5188
"i",0.0781,34.7860,34.7080
"n",0.0880,34.9774,34.8894
"a",0.1319,35.1442,35.0122
"n",0.0656,36.1202,36.0546
"d",0.0882,36.4121,36.3239
"o",0.0699,36.8150,36.7450
"space",0.0834,37.0677,36.9844
"j",0.0658,37.4159,37.3501
"u",0.0749,37.5716,37.4967
"n",0.0785,37.7836,37.7051
"t",0.0832,38.0284,37.9453
"o",0.0751,38.3052,38.2301
"s",0.0784,38.8002,38.7218
"space",0.0744,40.4329,40.3586
"BackSpace",0.0731,44.7635,44.6905
"BackSpace",0.0831,44.9929,44.9098
"BackSpace",0.0703,45.1864,45.1162
"BackSpace",0.0651,45.3821,45.3170
"BackSpace",0.0567,45.5432,45.4865
"BackSpace",0.0579,45.7082,45.6502
"BackSpace",0.0910,45.9072,45.8162
"l",0.0801,46.9522,46.8721
"o",0.0686,47.1186,47.0500
"s",0.1006,47.3751,47.2745
"space",0.0834,47.5138,47.4304
"d",0.1187,47.7384,47.6197
"o",0.1093,47.9527,47.8435
"s",0.0959,48.2829,48.1870
"space",0.0907,48.4315,48.3407
"j",0.0740,48.9560,48.8820
"u",0.0992,49.1223,49.0231
"n",0.0956,49.3286,49.2329
"t",0.0827,49.6076,49.5249
"o",0.0784,49.8225,49.7441
"space",0.0785,50.0847,50.0062
"a",0.1227,50.3032,50.1806
"l",0.0783,50.6593,50.5810
"space",0.0968,50.9245,50.8277
"b",0.1034,51.2497,51.1463
"u",0.0824,51.4160,51.3336
"r",0.0827,51.7929,51.7102
"r",0.0730,51.9572,51.8843
"o",0.0797,52.1782,52.0984
"space",0.0772,53.9740,53.8968
"u",0.0683,54.8061,54.7378
"n",0.0732,55.1007,55.0275
"space",0.0782,55.3775,55.2993
"g",0.1224,55.7679,55.6455
"r",0.1267,55.9047,55.7780
"mouse_left",0.0995,55.9720,55.8725
"u",0.0864,56.1639,56.0775
"p",0.0722,56.6254,56.5533
"o",0.0685,56.7747,56.7062
"space",0.0969,57.0539,56.9571
"d",0.1050,57.2477,57.1427
"e",0.0965,57.3745,57.2780
"space",0.0652,57.5073,57.4422
"m",0.0907,57.7549,57.6642
"u",0.0744,58.0802,58.0058
"c",0.0951,58.5501,58.4550
"h",0.0781,58.7545,58.6764
"mouse_left",0.0989,58.7763,58.6773
"a",0.1503,58.9932,58.8429
"c",0.1133,59.2818,59.1685
"h",0.0810,59.4632,59.3822
"o",0.0701,59.9498,59.8797
"s",0.1139,60.4288,60.3149
"space",0.0744,61.1876,61.1132
"s",0.0925,63.2318,63.1393
"e",0.0904,63.4154,63.3251
"space",0.0891,63.6074,63.5183
"r",0.0857,63.7556,63.6699
"i",0.0745,64.0237,63.9492
"o",0.1176,64.2616,64.1440
"space",0.0658,64.5237,64.4579
"d",0.1310,64.7603,64.6293
"e",0.0823,64.8607,64.7784
"space",0.0849,64.9818,64.8969
"e",0.0908,65.2422,65.1514
"l",0.0649,65.4253,65.3605
"l",0.0836,65.5926,65.5090
"o",0.0724,65.7884,65.7161
"s",0.1188,66.1089,65.9900
"space",0.0681,67.1501,67.0820
"d",0.0881,67.5802,67.4921
"i",0.1006,67.7923,67.6917
"c",0.0962,68.0716,67.9755
"i",0.0824,68.1874,68.1050
"e",0.1234,68.6133,68.4899
"n",0.0923,68.8223,68.7300
"d",0.1009,69.3623,69.2614
"o",0.0749,69.6594,69.5845
"Return",0.0836,70.6197,70.5361
"q",0.1101,72.8077,72.6976
"u",0.0736,72.9290,72.8554
"e",0.1052,73.1599,73.0547
"space",0.0877,73.2837,73.1960
"p",0.0675,73.7223,73.6548
"a",0.1537,73.9164,73.7627
"r",0.1057,74.1714,74.0657
"space",0.0922,74.3501,74.2579
"d",0.1036,74.5468,74.4432
"e",0.0905,74.6896,74.5991
"space",0.0867,74.7352,74.6485
"t",0.1218,74.9839,74.8621
"o",0.0730,75.1793,75.1063
"n",0.0820,75.4156,75.3336
"t",0.0818,75.6906,75.6089
"o",0.0763,75.9108,75.8344
"s",0.0731,76.5766,76.5035
"mouse_left",0.0997,76.8038,76.7040
"m",0.0758,77.5201,77.4442
"t",0.0754,82.0066,81.9312
"i",0.0907,82.1574,82.0667
"r",0.1126,82.5272,82.4146
"BackSpace",0.0602,83.3772,83.3169
"e",0.0825,84.0278,83.9452
"n",0.0781,84.1697,84.0916
"e",0.0880,84.3382,84.2501
"n",0.0876,84.7137,84.6261
"space",0.0928,84.9580,84.8651
"u",0.0784,85.4212,85.3428
"n",0.1180,85.6306,85.5126
"space",0.1007,85.8498,85.7491
"b",0.0952,86.0782,85.9830
"u",0.0799,86.3281,86.2482
"r",0.0877,86.7094,86.6217
"r",0.0773,86.8801,86.8028
"o",0.0830,87.0685,86.9854
"space",0.0980,88.5232,88.4253
"y",0.0702,89.4570,89.3868
"space",0.0797,89.7619,89.6822
"e",0.0950,90.0110,89.9161
"n",0.0651,90.1519,90.0868
"space",0.0838,90.3745,90.2907
"l",0.0662,90.8439,90.7777
"u",0.0863,91.0716,90.9853
"g",0.0973,91.6462,91.5489
"a",0.1271,92.0838,91.9566
"r",0.1037,92.8535,92.7498
"space",0.0807,93.9091,93.8284
"d",0.1000,94.6040,94.5039
"e",0.1017,94.7694,94.6677
"space",0.1178,94.9364,94.8186
"m",0.0875,95.3225,95.2350
"o",0.0818,95.5503,95.4685
"n",0.0829,95.8081,95.7252
"t",0.0874,96.1281,96.0407
"a",0.1269,96.5236,96.3967
"r",0.0829,96.8160,96.7330
"s",0.1253,97.1630,97.0376
"e",0.1100,97.3942,97.2842
"space",0.0814,98.3740,98.2926
"v",0.0766,99.0139,98.9373
"a",0.1079,99.5450,99.4371
"n",0.0925,99.7088,99.6163
"space",0.0907,99.9103,99.8195
"l",0.0647,100.4317,100.3670
"o",0.0681,100.6006,100.5325
"s",0.1154,100.8248,100.7094
"space",0.0784,101.0015,100.9230
"d",0.1051,101.2027,101.0976
"o",0.0871,101.4015,101.3144
"s",0.1140,101.6475,101.5335
"space",0.0796,101.8275,101.7479
"a",0.1306,102.1551,102.0245
"n",0.0924,102.3389,102.2465
"d",0.0926,102.5934,102.5008
"a",0.1040,102.9285,102.8245
"n",0.0865,103.0892,103.0028
"d",0.0828,103.4451,103.3622
"o",0.0821,103.8232,103.7411
"space",0.0725,105.1135,105.0409
"s",0.0955,105.9472,105.8517
"a",0.1273,106.1229,105.9956
"l",0.0647,106.2873,106.2226
"i",0.0746,106.4905,106.4159
"e",0.0947,106.7477,106.6531
"r",0.1095,107.0097,106.9003
"o",0.0701,107.1892,107.1191
"n",0.0914,107.4658,107.3744
"space",0.0831,107.7025,107.6194
"d",0.0974,107.9004,107.8030
"e",0.0833,108.0593,107.9760
"mouse_left",0.1001,108.1089,108.0087
"l",0.0925,108.1954,108.1029
"space",0.0943,108.4394,108.3451
"p",0.0828,108.9877,108.9048
"u",0.0825,109.2623,109.1798
"e",0.1180,109.5318,109.4138
"b",0.0827,110.0382,109.9555
"l",0.0824,110.1871,110.1047
"o",0.0949,110.5998,110.5049
"space",0.1000,111.4638,111.3638
"e",0.1032,112.5546,112.4514
"l",0.0818,112.6920,112.6102
"space",0.0833,112.9532,112.8699
"a",0.1513,113.2023,113.0510
"b",0.0863,113.3436,113.2572
"u",0.0828,113.5525,113.4697
"e",0.1045,114.0362,113.9317
"l",0.0829,114.1754,114.0925
"o",0.1050,114.3992,114.2942
"space",0.0772,114.8676,114.7904
"s",0.1099,115.1704,115.0605
"u",0.0828,115.3415,115.2587
"b",0.0878,115.7589,115.6711
"i",0.0930,115.9302,115.8373
"o",0.0855,116.1718,116.0863
"space",0.0858,116.4762,116.3904
"a",0.2020,117.5580,117.3560
"l",0.0648,118.2878,118.2230
"space",0.0872,118.5394,118.4522
"n",0.0870,118.9557,118.8687
"i",0.0721,119.1169,119.0448
"l",0.0519,119.4939,119.4420
"BackSpace",0.0658,120.4665,120.4006
"ntilde",0.0657,120.7992,120.7335
"o",0.0804,121.0491,120.9687
"space",0.0878,121.8479,121.7601
"a",0.1055,122.6935,122.5880
"l",0.0838,122.8281,122.7443
"space",0.0930,123.0801,122.9871
"b",0.1006,123.4371,123.3365
"u",0.0783,123.7459,123.6677
"r",0.0957,124.2352,124.1395
"r",0.0872,124.4101,124.3229
"o",0.0955,124.6600,124.5645
"space",0.0734,125.3732,125.2998
"y",0.0685,126.2496,126.1811
"space",0.0839,126.5614,126.4775
"c",0.1141,126.8136,126.6995
"o",0.0756,126.9869,126.9113
"n",0.0828,127.2235,127.1408
"t",0.0836,127.5239,127.4404
"i",0.0734,127.7260,127.6526
"n",0.1009,128.0534,127.9525
"i",0.0486,128.2200,128.1714
"u",0.0526,128.2269,128.1743
"a",0.0985,129.0481,128.9496
"r",0.1082,129.5705,129.4623
"o",0.0934,129.7668,129.6734
"n",0.0910,130.4183,130.3273
"space",0.0695,130.7696,130.7001
"e",0.0922,131.2904,131.1982
"l",0.0928,131.5354,131.4425
"space",0.1181,131.8783,131.7603
"v",0.0952,132.1642,132.0691
"i",0.0699,132.5944,132.5245
"a",0.1517,132.8365,132.6848
"j",0.0951,133.1388,133.0437
"e",0.0916,133.5610,133.4694
"space",0.0692,135.2005,135.1313
"a",0.0966,136.0939,135.9973
"l",0.0749,136.2282,136.1533
"space",0.0698,136.4804,136.4105
"l",0.0621,136.9539,136.8918
"l",0.0774,137.1327,137.0553
"e",0.0999,137.3317,137.2317
"g",0.0874,137.6310,137.5435
"a",0.1305,138.0065,137.8761
"r",0.1043,138.3795,138.2751
"space",0.0644,138.8660,138.8016
"a",0.1341,139.4205,139.2864
"space",0.0829,139.5313,139.4484
"o",0.0695,140.3327,140.2632
"t",0.1040,140.5234,140.4195
"r",0.1125,140.6964,140.5838
"a",0.1087,141.1479,141.0391
"space",0.0649,141.2710,141.2060
"a",0.0887,141.5406,141.4520
"l",0.0731,141.7396,141.6665
"d",0.1136,142.0245,141.9109
"e",0.1081,142.1978,142.0897
"a",0.0878,142.9666,142.8788
"space",0.0780,143.3498,143.2718
"l",0.0797,144.0099,143.9302
"a",0.1082,144.2029,144.0947
"space",0.0735,144.3469,144.2734
"g",0.0775,144.5960,144.5184
"e",0.1213,144.8987,144.7773
"n",0.0831,145.0647,144.9816
"t",0.1132,145.3470,145.2339
"e",0.1256,145.7831,145.6575
"space",0.0752,146.0120,145.9368
"e",0.0929,146.7607,146.6678
"x",0.1087,147.1737,147.0650
"c",0.1136,147.4356,147.3220
"l",0.0697,148.4377,148.3680
"a",0.0956,148.7904,148.6948
"m",0.0829,149.0295,148.9466
"o",0.0698,149.2887,149.2189
"space",0.0869,149.5895,149.5027
"e",0.0905,150.8566,150.7661
"s",0.1274,151.1706,151.0432
"c",0.1180,151.5103,151.3923
"a",0.1264,151.8864,151.7601
"n",0.0825,152.0926,152.0101
"d",0.1091,152.3120,152.2028
"a",0.1385,152.6160,152.4774
"l",0.0574,152.9137,152.8563
"i",0.0705,153.0929,153.0223
"z",0.1753,153.4929,153.3175
"a",0.1080,153.6642,153.5561
"d",0.1482,153.8361,153.6879
"a",0.1672,154.1445,153.9774
"space",0.0792,155.1669,155.0876
"q",0.1136,155.9430,155.8295
"u",0.0756,156.0691,155.9935
"e",0.1071,156.2937,156.1866
"space",0.0914,156.4870,156.3956
"n",0.0958,157.1201,157.0242
"i",0.0654,157.2676,157.2022
"ntilde",0.1174,157.7858,157.6684
"o",0.0830,158.0659,157.9830
"space",0.0825,158.3460,158.2635
"m",0.0721,159.1392,159.0670
"a",0.1033,159.3936,159.2903
"s",0.1312,159.6135,159.4823
"space",0.0699,159.7535,159.6837
"m",0.0712,160.2752,160.2041
"a",0.1389,160.6032,160.4643
"l",0.0779,160.7914,160.7135
"e",0.1141,161.1545,161.0404
"d",0.0885,161.4115,161.3230
"u",0.0725,161.8264,161.7538
"d",0.0669,161.9950,161.9281
"BackSpace",0.0665,162.8071,162.7406
"c",0.1036,162.9912,162.8876
"mouse_left",0.1001,163.2173,163.1173
"a",0.1371,163.3320,163.1949
"d",0.1140,163.5840,163.4699
"o",0.0938,164.2912,164.1974
"space",0.0719,165.5081,165.4361
"q",0.0966,166.2306,166.1340
"u",0.0735,166.4317,166.3582
"e",0.0945,166.7466,166.6521
"space",0.0772,166.8850,166.8078
"p",0.1200,167.2943,167.1743
"o",0.0820,167.4447,167.3627
"c",0.2096,167.6716,167.4620
"o",0.0998,167.8516,167.7518
"space",0.0825,168.1469,168.0644
"r",0.1148,168.4016,168.2868
"e",0.0954,168.5630,168.4676
"s",0.1045,169.2885,169.1841
"p",0.0825,169.4909,169.4083
"e",0.1238,169.7601,169.6363
"t",0.1002,170.1050,170.0049
"space",0.0693,171.3486,171.2792
"v",0.0750,171.9033,171.8283
"a",0.1311,172.1248,171.9937
"space",0.0794,172.2629,172.1835
"m",0.0826,172.7442,172.6616
"o",0.0774,172.9030,172.8256
"n",0.0832,173.1349,173.0517
"t",0.0923,173.3558,173.2635
"a",0.1360,173.7880,173.6520
"d",0.1136,174.0823,173.9687
"o",0.0747,174.3715,174.2968
"space",0.0640,175.1861,175.1221
"e",0.1010,175.7917,175.6907
"n",0.0817,176.1077,176.0260
"space",0.0951,176.3146,176.2195
"e",0.1435,176.9247,176.7812
"l",0.1045,177.0611,176.9566
"space",0.0821,177.3169,177.2348
"b",0.1188,177.7247,177.6059
"u",0.0989,177.8861,177.7871
"r",0.0799,178.1826,178.1027
"r",0.0702,178.3443,178.2742
"o",0.0860,178.7702,178.6842
"space",0.0816,179.8436,179.7620
"y",0.0827,180.4872,180.4044
"space",0.0816,180.6691,180.5875
"e",0.0916,181.1432,181.0516
"l",0.0774,181.3074,181.2299
"space",0.0873,181.5543,181.4670
"p",0.0773,182.0228,181.9454
"o",0.0771,182.2214,182.1443
"b",0.0830,182.6695,182.5865
"mouse_left",0.1005,182.9121,182.8116
"r",0.1114,182.9788,182.8674
"e",0.0967,183.4243,183.3276
"space",0.0902,183.5985,183.5083
"v",0.1024,183.9634,183.8610
"i",0.0868,184.1538,184.0670
"e",0.1557,184.4318,184.2761
"j",0.0859,184.8255,184.7396
"o",0.0724,185.1521,185.0797
"space",0.0841,186.9095,186.8254
"c",0.0713,188.2672,188.1960
"a",0.1251,188.6410,188.5160
"m",0.1488,188.8809,188.7321
"i",0.0862,188.9842,188.8980
"n",0.1091,189.2239,189.1147
"a",0.1182,189.4196,189.3015
"n",0.0828,189.5929,189.5101
"d",0.1098,189.9431,189.8333
"o",0.0874,190.2937,190.2062
"space",0.1002,190.5784,190.4782
"a",0.1450,190.7922,190.6472
"space",0.1009,190.9185,190.8175
"s",0.1264,191.1155,190.9891
"u",0.0872,191.2633,191.1761
"space",0.0796,191.5462,191.4665
"l",0.0829,192.0729,191.9901
"a",0.1438,192.2746,192.1308
"d",0.1310,192.4988,192.3679
"o",0.0822,192.8840,192.8018
"Return",0.0698,194.5490,194.4792
"e",0.1180,195.0433,194.9253
"n",0.0824,195.3529,195.2705
"space",0.0859,195.5344,195.4485
"l",0.0701,196.0276,195.9575
"a",0.1356,196.2419,196.1063
"s",0.1312,196.3986,196.2674
"space",0.0624,196.5464,196.4840
"a",0.1181,196.8189,196.7008
"f",0.1207,197.0937,196.9729
"u",0.0830,197.2925,197.2095
