"l",0.0639,1.0345,0.9705
"l",0.0698,1.2200,1.1502
"e",0.1483,1.3284,1.1801
"g",0.0906,2.0547,1.9642
"a",0.2028,2.4286,2.2257
"t",0.0868,2.8390,2.7522
"r",0.1020,2.8507,2.7486
"o",0.0656,3.2911,3.2255
"n",0.0777,3.8358,3.7582
"space",0.0959,4.0525,3.9565
"a",0.1442,6.3414,6.1971
"space",0.1363,9.1066,8.9703
"u",0.0699,9.4173,9.3473
"n",0.0960,9.7143,9.6183
"space",0.0861,9.8626,9.7765
"p",0.0831,10.2166,10.1335
"u",0.0707,10.7322,10.6615
"e",0.1359,10.9636,10.8276
"b",0.0687,11.4334,11.3646
"l",0.0907,11.6961,11.6054
"o",0.0834,11.9043,11.8209
"space",0.1183,12.2337,12.1155
"BackSpace",0.0575,13.4871,13.4296
"period",0.0829,14.0916,14.0086
"space",0.0917,14.6871,14.5954
"e",0.0907,15.4594,15.3687
"BackSpace",0.0698,16.5068,16.4371
"Shift_R",0.3818,18.2054,17.8236
"e",1436195849.1221,18.2525,-1436195830.8696
"n",0.0867,18.6851,18.5985
"space",0.0690,18.8488,18.7798
"e",0.0837,19.0094,18.9257
"s",0.0910,19.2782,19.1872
"e",0.0933,19.5018,19.4085
"space",0.1266,19.7135,19.5868
"m",0.0732,28.3542,28.2810
"o",0.0696,28.6637,28.5942
"m",0.0786,28.9675,28.8889
"e",0.1560,29.2688,29.1128
"n",0.0951,29.2987,29.2035
"t",0.0881,29.5357,29.4476
"o",0.1083,29.7267,29.6184
"space",0.1061,30.0411,29.9350
"e",0.0845,30.8512,30.7668
"l",0.1057,31.1470,31.0413
"space",0.1010,31.3032,31.2021
"a",0.1140,31.4941,31.3801
"b",0.0610,31.8486,31.7877
"u",0.0694,32.0805,32.0111
"e",0.0897,32.3464,32.2566
"l",0.0825,32.6435,32.5610
"o",0.0735,32.8384,32.7649
"space",0.1056,33.1370,33.0315
"i",0.0653,35.5617,35.4964
"b",0.0723,35.9857,35.9134
"a",0.1110,36.4594,36.3485
"space",0.0959,36.5781,36.4822
"s",0.0878,36.7288,36.6410
"e",0.0833,36.9396,36.8563
"n",0.0797,37.1454,37.0657
"t",0.0781,37.2878,37.2097
"a",0.1141,37.6345,37.5204
"d",0.1091,37.8748,37.7657
"i",0.0745,38.0273,37.9529
"o",0.0745,38.0297,37.9552
"space",0.1059,38.8384,38.7325
"s",0.1096,39.4913,39.3817
"o",0.0661,39.7762,39.7102
"b",0.0666,40.0812,40.0146
"r",0.0928,40.3792,40.2865
"e",0.0933,40.5701,40.4767
"space",0.1008,40.6822,40.5814
"e",0.0830,40.8177,40.7346
"l",0.1055,41.0394,40.9339
"space",0.0732,41.1931,41.1199
"b",0.0727,41.8714,41.7987
"u",0.0704,42.1633,42.0928
"r",0.0741,42.4424,42.3682
"r",0.0856,42.6183,42.5327
"o",0.0905,42.8600,42.7694
"space",0.1050,43.2693,43.1643
"y",0.0726,45.4003,45.3277
"space",0.0779,45.6038,45.5259
"e",0.1176,45.8319,45.7143
"l",0.0959,46.1011,46.0052
"space",0.0925,46.2587,46.1662
"n",0.0781,46.7564,46.6783
"i",0.0748,47.0076,46.9328
"e",0.1083,47.2398,47.1315
"t",0.0346,47.5241,47.4895
"o",0.0876,47.7959,47.7083
"space",0.0886,47.9817,47.8931
"n",0.0749,48.5398,48.4648
"BackSpace",0.1095,49.1504,49.0409
"c",0.0914,50.3688,50.2774
"a",0.1085,50.7358,50.6273
"m",0.0925,51.0246,50.9321
"i",0.0651,51.2663,51.2012
"n",0.0871,51.5040,51.4169
"a",0.1440,51.6701,51.5261
"n",0.0646,51.7048,51.6402
"d",0.0909,52.1582,52.0673
"o",0.0680,52.4424,52.3744
"space",0.0799,52.6803,52.6004
"a",0.1010,60.0489,59.9479
"l",0.0985,60.3393,60.2408
"space",0.1006,60.5076,60.4070
